Scene Log Started: 2026-02-16 11:56:22.611263
--------------------------------------------------
[1] 11:56:27.056 | ID 1: Pose=Tracked | ID 2: Pose=Tracked
[54] 11:56:39.651 | ID 1: FER=happy Age=35 Gen=female Pose=Tracked | ID 2: FER=neutral Age=34 Gen=female Pose=Tracked
[55] 11:56:39.833 | ID 1: FER=happy Age=35 Gen=female Pose=Tracked | ID 2: FER=neutral Age=34 Gen=female Pose=Tracked
[56] 11:56:39.995 | ID 1: FER=happy Age=35 Gen=female Pose=Tracked | ID 2: FER=neutral Age=34 Gen=female Pose=Tracked
[57] 11:56:40.174 | ID 1: FER=happy Age=35 Gen=female Pose=Tracked | ID 2: FER=neutral Age=34 Gen=female Pose=Tracked
[58] 11:56:40.447 | ID 1: FER=happy Age=35 Gen=female Pose=Tracked | ID 2: FER=neutral Age=34 Gen=female Pose=Tracked
[59] 11:56:40.686 | ID 1: FER=happy Age=35 Gen=female Pose=Tracked | ID 2: FER=neutral Age=34 Gen=female Pose=Tracked
[60] 11:56:41.629 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[61] 11:56:41.816 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[62] 11:56:41.998 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[63] 11:56:42.178 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[64] 11:56:42.390 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[65] 11:56:42.564 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[66] 11:56:42.753 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[67] 11:56:42.948 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[68] 11:56:43.101 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[69] 11:56:43.385 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[70] 11:56:43.625 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[71] 11:56:43.923 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[72] 11:56:44.100 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[73] 11:56:44.275 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[74] 11:56:44.444 | ID 1: FER=happy Age=34 Gen=female Pose=Tracked | ID 2: FER=neutral Age=32 Gen=female Pose=Tracked
[75] 11:56:45.427 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[76] 11:56:45.688 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[77] 11:56:45.872 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[78] 11:56:46.091 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[79] 11:56:46.298 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[80] 11:56:46.540 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[81] 11:56:46.758 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[82] 11:56:47.015 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[83] 11:56:47.282 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[84] 11:56:47.462 | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked
[85] 11:56:47.636 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[86] 11:56:47.855 | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked
[87] 11:56:48.039 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[88] 11:56:48.214 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[89] 11:56:48.382 | ID 1: FER=sad Age=33 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[90] 11:56:49.084 | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked
[91] 11:56:49.898 | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked
[92] 11:56:50.223 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[93] 11:56:50.399 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[94] 11:56:50.564 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[95] 11:56:50.795 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[96] 11:56:51.005 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[97] 11:56:51.191 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[98] 11:56:51.569 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[99] 11:56:51.737 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[100] 11:56:51.905 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[101] 11:56:52.068 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[102] 11:56:52.237 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[103] 11:56:52.469 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[104] 11:56:52.664 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[105] 11:56:53.374 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[106] 11:56:53.589 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[107] 11:56:53.796 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[108] 11:56:54.077 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[109] 11:56:54.314 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[110] 11:56:54.524 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[111] 11:56:54.720 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[112] 11:56:54.941 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[113] 11:56:55.091 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[114] 11:56:55.245 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[115] 11:56:55.459 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[116] 11:56:55.654 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[117] 11:56:55.815 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[118] 11:56:55.982 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[119] 11:56:56.262 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=33 Gen=female Mood=Declining ↘ Pose=Tracked
[120] 11:56:56.752 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[121] 11:56:57.574 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[122] 11:56:58.243 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[123] 11:56:58.452 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[124] 11:56:58.844 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[125] 11:56:59.030 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[126] 11:56:59.178 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[127] 11:56:59.336 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[128] 11:56:59.523 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[129] 11:56:59.674 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[130] 11:56:59.847 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[131] 11:57:00.033 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[132] 11:57:00.231 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[133] 11:57:00.552 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[134] 11:57:00.719 | ID 2: FER=neutral Age=30 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=32 Gen=female Mood=Declining ↘ Pose=Tracked
[135] 11:57:01.143 | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[136] 11:57:01.477 | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[137] 11:57:01.676 | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked
[138] 11:57:01.904 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[139] 11:57:02.094 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[140] 11:57:02.319 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[141] 11:57:02.523 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[142] 11:57:02.743 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[143] 11:57:02.953 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | Interaction(1&2): Walking Together
[144] 11:57:03.140 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | Interaction(1&2): Walking Together
[145] 11:57:03.421 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | Interaction(1&2): Walking Together
[146] 11:57:03.602 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | Interaction(1&2): Walking Together
[147] 11:57:03.800 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[148] 11:57:03.994 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | Interaction(1&2): Walking Together
[149] 11:57:04.174 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | Interaction(1&2): Walking Together
[150] 11:57:04.707 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | Interaction(1&2): Walking Together
[151] 11:57:04.897 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked | Interaction(1&2): Walking Together
[152] 11:57:05.085 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[153] 11:57:05.279 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[154] 11:57:05.466 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[155] 11:57:05.698 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[156] 11:57:05.869 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[157] 11:57:06.060 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[158] 11:57:06.390 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[159] 11:57:06.552 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[160] 11:57:06.735 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[161] 11:57:06.891 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[162] 11:57:07.202 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[163] 11:57:07.424 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[164] 11:57:07.591 | ID 1: FER=sad Age=31 Gen=female Mood=Declining ↘ Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[165] 11:57:08.108 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[166] 11:57:08.349 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[167] 11:57:08.719 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[168] 11:57:09.127 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[169] 11:57:09.316 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
